1,0.005305,0.011018,0.014542,0.660999,0.159063,0.304258,0.268256,0.442847
0.005305,1,0.310442,0.000131,0.003618,0.033244,0.004556,0.004265,0.00639
0.011018,0.310442,1,0.000359,0.007774,0.067195,0.011547,0.010989,0.015251
0.014542,0.000131,0.000359,1,0.02163,0.003224,0.027654,0.030094,0.018172
0.660999,0.003618,0.007774,0.02163,1,0.108813,0.336797,0.302455,0.416118
0.159063,0.033244,0.067195,0.003224,0.108813,1,0.11555,0.104722,0.176765
0.304258,0.004556,0.011547,0.027654,0.336797,0.11555,1,0.877587,0.611955
0.268256,0.004265,0.010989,0.030094,0.302455,0.104722,0.877587,1,0.539103
0.442847,0.00639,0.015251,0.018172,0.416118,0.176765,0.611955,0.539103,1
